LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,'default payment next month'
0.191919,0,0.166667,0.666667,0.224138,0.3,0.4,0.2,0.2,0.2,0.2,0.32105,0.233432,0.137443,0.287935,0.211766,0.189488,0.009158,0.002969,0.061939,0.008052,0.011723,0.016078,0
0.020202,1,0.333333,0.333333,0.413793,0.4,0.2,0.2,0.2,0.2,0.2,0.174436,0.094906,0.103495,0.172865,0.094313,0.14832,0.001906,0.000995,0.001365,0.000794,0.001198,0.000972,0
0.383838,0,0.333333,0.666667,0.12069,0.2,0.2,0.2,0.2,0.2,0.2,0.278761,0.198889,0.15949,0.260108,0.131314,0.170326,0.009211,0.003058,0.005912,0.008187,0.011875,0.009537,0
0.313131,0,0.166667,0.333333,0.465517,0.4,0.4,0.4,0.4,0.4,0.4,0.329453,0.25786,0.204604,0.365839,0.299762,0.337919,0,0.010865,0.008928,0.012399,0.018053,0,1
0.111111,1,0.333333,0.666667,0.275862,0.4,0.4,0.4,0.2,0.2,0.2,0.180815,0.105417,0.107893,0.201973,0.103795,0.156249,0.004922,0,0.010129,0.014151,0.002345,0.003783,0
0.131313,0,0.333333,0.666667,0.086207,0.2,0.2,0.4,0.4,0.4,0.4,0.262764,0.204962,0.163321,0.295817,0.219883,0.252759,0.019461,0,0.012723,0.000886,0.012426,0.010214,1
0.040404,1,0.5,0.333333,0.655172,0.2,0.2,0.2,0.2,0.2,0.2,0.179438,0.092663,0.10156,0.186921,0.101916,0.154268,0.001721,0.000803,0.001197,0.001734,0.00211,0.001892,0
0.353535,0,0.333333,0.333333,0.241379,0,0,0,0,0,0,0.146511,0.066212,0.08634,0.160129,0.082575,0.137921,0,0,0,0.003143,0.005861,0,1
0.414141,1,0.333333,0.333333,0.275862,0,0,0,0,0,0,0.150859,0.071201,0.089279,0.164902,0.08265,0.13787,0.006104,0.003175,0.005653,0.003251,0.005728,0.008885,0
0.171717,1,0.166667,0.666667,0.37931,0,0,0,0,0,0,0.146519,0.06622,0.086345,0.165258,0.080747,0.144059,0,0,0.006067,0.000161,0.021874,0,0
0.010101,1,0.333333,0.666667,0.017241,0.2,0.2,0.2,0.2,0.2,0.2,0.162276,0.083796,0.107786,0.179029,0.100089,0.153582,0.001486,0.001133,0.001859,0.008052,0.001648,0.001466,0
0.272727,0,0.166667,0.666667,0.137931,0,0,0,0,0,0,0.155952,0.071082,0.090993,0.162502,0.081234,0.14915,0.005865,0.005027,0.002801,0.000952,0.035154,0.009458,0
0.232323,0,0.166667,0.333333,0.241379,0.1,0.1,0.1,0.1,0.1,0.2,0.162517,0.072214,0.106684,0.160138,0.082526,0.137376,0.007229,0.021995,0,0.00305,0,0,0
0.020202,0,0.166667,1,0.103448,0.2,0.2,0.2,0.2,0.2,0.2,0.168736,0.091191,0.101774,0.187529,0.109603,0.157354,0.00229,0.001781,0.002232,0.00161,0.003517,0.001892,0
0.070707,1,0.166667,0.666667,0.068966,0.3,0.1,0.2,0.2,0.2,0.2,0.146474,0.131494,0.124909,0.228485,0.155384,0.203447,0.082994,0.001522,0.003906,0.006441,0.007034,0.005866,0
0.010101,0,0.166667,0.666667,0.034483,0.1,0.1,0.1,0.1,0.1,0.1,0.159524,0.077593,0.088595,0.174172,0.090732,0.142101,0.01429,0.002433,0.016628,0.016377,0.001001,0,0
0.494949,0,0.166667,0.333333,0.431034,0.2,0.2,0.2,0.2,0.2,0.2,0.50696,0.449454,0.298304,0.526578,0.469987,0.4874,0.01722,0.008312,0.015628,0.022562,0.035175,0.026499,0
0.242424,1,0.166667,0.666667,0.12069,0.2,0.2,0.2,0.2,0.2,0.2,0.249928,0.170342,0.142069,0.247044,0.151517,0.205599,0.005724,0.002969,0.003348,0.004831,0.026962,0.018916,0
0.060606,0,0.5,0.333333,0.155172,0.2,0.2,0.2,0.4,0.2,0.2,0.206452,0.129825,0.123311,0.217563,0.141278,0.186065,0.003434,0.003566,0,0.00306,0.004689,0.003783,0
0.050505,0,0.166667,0.666667,0.172414,0.3,0,0,0.1,0.2,0.1,0.146519,0.065385,0.084895,0.161796,0.081521,0.138469,0,0,0.00491,0,0.007291,0,1
0.323232,0,0.5,0.333333,0.551724,0.2,0.2,0.2,0.2,0.2,0.2,0.271342,0.20338,0.167833,0.303641,0.229381,0.135672,0.004414,0.002331,0.004426,0.004831,0.000005,0,0
0.090909,1,0.333333,0.333333,0.172414,0.2,0.2,0.2,0,0.1,0.1,0.230725,0.15574,0.086345,0.160138,0.083368,0.137275,0.00229,0,0,0.004417,0.004178,0,0
0.171717,1,0.333333,0.666667,0.241379,0.1,0.1,0.1,0.1,0.1,0.2,0.160047,0.070201,0.087058,0.160138,0.085298,0.139888,0.004801,0.000772,0,0.007551,0,0.002992,0
0.151515,1,0.166667,0.666667,0.327586,0.3,0,0,0,0,0,0.146519,0.06622,0.086345,0.160138,0.080648,0.135674,0,0,0,0,0,0,0
0.050505,1,0.333333,0.333333,0.655172,0.6,0.6,0.7,0.6,0.5,0.4,0.196956,0.122319,0.119065,0.214847,0.13706,0.185849,0.004122,0.001187,0,0,0,0.007566,0
0.141414,0,0.166667,0.333333,0.448276,0.1,0.1,0.1,0.1,0.1,0.1,0.150061,0.068951,0.088096,0.160504,0.081034,0.136023,0.003309,0.001903,0.000435,0.000628,0.000914,0.000711,0
0.080808,1,0.5,0,0.362069,0.2,0.2,0.4,0.2,0.2,0.2,0.157292,0.080489,0.094311,0.174756,0.09608,0.152112,0.003517,0,0.001735,0.000966,0.007034,0.003783,1
0.010101,0,0.333333,0.666667,0.017241,0.2,0.2,0.2,0.2,0.2,0.2,0.15036,0.071303,0.089845,0.167092,0.087961,0.142443,0.001425,0.000751,0.001418,0.000425,0.000645,0.001702,0
0.060606,1,0.333333,0.666667,0.103448,0.4,0.4,0.4,0.2,0.2,0.2,0.176838,0.10169,0.106384,0.195477,0.11891,0.175152,0.004579,0,0.002153,0.003221,0.014067,0.006999,1
0.151515,1,0.333333,0.666667,0.034483,0.2,0.2,0.2,0.1,0.1,0,0.165903,0.087548,0.098083,0.160404,0.080648,0.120261,0.001572,0.000594,0.000316,0,0,0.038325,0
0.010101,1,0.333333,0.333333,0.5,0.9,0.8,0.7,0.6,0.5,0.4,0.166746,0.087333,0.098217,0.179919,0.100864,0.153573,0,0,0,0,0,0.00188,1
0.393939,0,0.333333,0.333333,0.224138,0.1,0.1,0.1,0.1,0.1,0.1,0.163916,0.075394,0.09286,0.167522,0.09536,0.142827,0.011078,0.007046,0.008748,0.023892,0.01866,0.010805,0
0.010101,0,0.5,0.666667,0.37931,0.3,0.1,0.4,0.2,0.2,0.2,0.146501,0.066961,0.086773,0.161607,0.081422,0.135674,0.000916,0,0,0,0,0,0
0.252525,1,0.166667,0.666667,0.12069,0.2,0.2,0.2,0.2,0.2,0.2,0.181123,0.109751,0.110814,0.195403,0.121621,0.175193,0.009158,0.00475,0.010044,0.020934,0.028134,0.018916,0
0.020202,1,0.333333,0.666667,0.051724,0.2,0.2,0.4,0.2,0.2,0.4,0.151658,0.073009,0.090669,0.16823,0.090863,0.144667,0.001832,0.000594,0.001116,0.003221,0,0.002837,0
0.040404,0,0.333333,0.666667,0.155172,0.2,0.2,0.2,0.2,0,0,0.165157,0.072384,0.087556,0.160138,0.080648,0.135674,0.00229,0.000594,0,0,0,0,0
0.222222,0,0.5,0.666667,0.344828,0.2,0.2,0.2,0.2,0.2,0.2,0.154972,0.077017,0.093584,0.173936,0.095937,0.149536,0.00229,0.001187,0.002232,0.00161,0.001318,0.003783,1
0.010101,1,0.5,0.333333,0.344828,0.3,0.4,0.5,0.4,0.2,0.2,0.162932,0.086194,0.097488,0.169788,0.087227,0.141855,0.003549,0.000002,0,0.001127,0.001172,0.005675,0
0.040404,1,0.166667,0.666667,0.034483,0.1,0.1,0.1,0.1,0.2,0.2,0.146958,0.066651,0.086322,0.172486,0.093802,0.147718,0.00052,0,0.015746,0.00161,0.002345,0.001892,0
0.333333,0,0.333333,0.333333,0.465517,0.2,0.2,0.2,0.2,0.2,0.2,0.211671,0.137447,0.128084,0.232107,0.155369,0.204194,0.00443,0.002267,0.003151,0.004631,0.006689,0.005416,0
0.30303,0,0.333333,0.333333,0.396552,0.2,0.2,0.2,0.2,0.2,0.2,0.238368,0.153521,0.134507,0.231934,0.15213,0.200045,0.005037,0.002383,0.00336,0.004831,0.007036,0.005018,0
0.212121,1,0.333333,0.666667,0.431034,0.2,0.2,0.2,0.4,0.4,0.2,0.223466,0.147436,0.136454,0.243081,0.161761,0.206935,0.004579,0.007125,0.00346,0,0.006799,0.005675,1
0.242424,0,0.166667,0.333333,0.862069,0.2,0.2,0.2,0.2,0.2,0.2,0.303572,0.235096,0.174108,0.29716,0.220942,0.268428,0.007147,0.003233,0.005269,0.007061,0.018299,0.000378,0
0.050505,0,0.333333,0.333333,0.137931,0.4,0.4,0.4,0.4,0.4,0.4,0.182434,0.10574,0.108676,0.200965,0.124574,0.176319,0.00229,0,0.003736,0.002899,0.00422,0,1
0.141414,1,0.166667,0.333333,0.206897,0.1,0.4,0.1,0.1,0.1,0.1,0.149518,0.067739,0.087323,0.161645,0.080648,0.146158,0,0.001058,0.001786,0,0.027349,0,0
0.191919,0,0.166667,0.666667,0.12069,0.2,0.1,0.4,0.4,0.1,0.1,0.153124,0.087272,0.09204,0.162652,0.081663,0.289116,0.025393,0.000004,0,0.009947,0.423704,0.009458,0
0.010101,1,0.5,1,0.448276,0.2,0.2,0.2,0.2,0.2,0.2,0.154852,0.076125,0.092631,0.171684,0.093226,0.147633,0.00135,0.000708,0.001116,0.001006,0.002345,0.000766,0
0.040404,1,0.5,0.333333,0.396552,0.2,0.2,0.1,0.2,0.2,0.2,0.189517,0.10275,0.086839,0.161928,0.083524,0.13837,0.001217,0.000534,0.001116,0.00161,0.000234,0,1
0.040404,0,0.333333,0.666667,0.068966,0.3,0,0,0,0,0,0.146519,0.06622,0.086345,0.160138,0.080648,0.135674,0,0,0,0,0,0,0
0.020202,0,0.166667,0.666667,0.12069,0.2,0.2,0.2,0.2,0.4,0.2,0.155793,0.077137,0.093215,0.173141,0.093977,0.148316,0.001373,0.000718,0.001674,0,0.002345,0.002837,1
0.212121,1,0.5,0.666667,0.137931,0.2,0.2,0.2,0.2,0.2,0.2,0.159125,0.081026,0.095755,0.173449,0.095942,0.151263,0.002977,0.001271,0.002378,0.005514,0.005498,0.006403,0
0.262626,1,0.166667,0.666667,0.206897,0,0,0,0,0,0,0.157218,0.06622,0.090047,0.160456,0.080648,0.136062,0,0.004004,0.000377,0,0.001013,0.005754,0
0.323232,1,0.5,0.666667,0.137931,0.2,0.2,0.2,0.2,0.2,0.2,0.422229,0.369756,0.253077,0.416144,0.277577,0.270422,0.015008,0.006348,0.011576,0.012723,0.012492,0.009573,0
0.191919,0,0.333333,0.333333,0.103448,0.2,0.2,0.2,0.2,0.2,0.2,0.245744,0.176324,0.151997,0.275017,0.204115,0.250215,0.006517,0.004156,0.004868,0.007287,0.011723,0.009458,0
0.040404,1,0.166667,0.666667,0.12069,0.3,0.4,0.4,0.4,0.4,0.4,0.192483,0.114431,0.114877,0.207985,0.132121,0.18149,0,0.002468,0,0.006602,0,0.003783,1
0.090909,1,0.166667,0.666667,0.12069,0.2,0.2,0.2,0.2,0.2,0.2,0.172257,0.084338,0.096181,0.171661,0.087332,0.135652,0.001603,0.000894,0.001349,0,0,0,0
0.080808,1,0.166667,0.666667,0.137931,0.3,0.1,0.1,0,0,0,0.146519,0.066405,0.086345,0.160138,0.080648,0.135674,0.000222,0,0,0,0,0.00041,0
0.131313,0,0.333333,0.666667,0.086207,0.4,0.4,0.4,0.4,0.4,0.4,0.252196,0.176321,0.159679,0.282552,0.215782,0.261468,0,0.011578,0,0.016103,0.014067,0.009458,1
0.191919,1,0.333333,0.333333,0.672414,0.1,0.1,0.1,0.1,0.1,0.1,0.14687,0.066596,0.086598,0.160511,0.081189,0.13603,0.000453,0.000274,0.000442,0.000879,0.000928,0.000749,0
0.282828,1,0.333333,0.333333,0.275862,0.1,0.2,0.2,0.2,0.2,0.2,0.147783,0.068822,0.088557,0.165273,0.086951,0.142186,0.001717,0.000891,0.001674,0.00161,0.002345,0.001892,1
0.111111,1,0.333333,0.333333,0.12069,0.3,0,0,0,0,0,0.146519,0.06622,0.086345,0.160138,0.080648,0.135674,0,0,0,0,0,0,0
0.393939,0,0.333333,0.333333,0.396552,0.1,0.1,0.2,0.2,0.2,0.1,0.152173,0.122599,0.100958,0.174581,0.090559,0.139426,0.068193,0.000656,0.011184,0.000082,0.011101,0.003278,0
0.010101,0,0.166667,0.333333,0.534483,0.2,0.2,0.1,0.1,0.1,0.2,0.165272,0.085168,0.086559,0.160505,0.081422,0.136375,0.001832,0.000232,0.000435,0.001256,0,0.019672,0
0.161616,1,0.166667,0.333333,0.413793,0.2,0.2,0.2,0.2,0.2,0.2,0.211404,0.13143,0.119465,0.243086,0.168937,0.217208,0.004011,0.002078,0.033481,0.005314,0.007502,0,0
0.020202,0,0.5,0.666667,0.051724,0.4,0.4,0.4,0.2,0.2,0,0.171712,0.096027,0.102926,0.188397,0.080648,0.135674,0.0039,0,0,0,0,0,0
0.141414,1,0.5,0.333333,0.241379,0.2,0.2,0.2,0.2,0.2,0.2,0.225808,0.158399,0.140587,0.253324,0.179822,0.225199,0.011448,0.002538,0.003962,0.006039,0.00844,0.005864,1
0.161616,0,0.333333,0.333333,0.275862,0.3,0.4,0.2,0.2,0.2,0.2,0.215504,0.138456,0.129869,0.237413,0.16559,0.21591,0,0.002969,0.00558,0.008052,0.011723,0.009458,0
0.222222,1,0.5,0.333333,0.465517,0.1,0.1,0.2,0.2,0,0.1,0.146962,0.080345,0.104546,0.160138,0.080648,0.136095,0.017037,0.012324,0,0,0.0011,0.001354,0
0.151515,0,0.166667,0.666667,0.068966,0.3,0.1,0.4,0.4,0,0,0.146519,0.075843,0.090659,0.160138,0.080648,0.135674,0.011607,0,0,0,0,0,1
0.161616,1,0.333333,0.666667,0.603448,0.1,0.1,0.1,0.1,0.1,0.1,0.150737,0.06622,0.086592,0.160138,0.081069,0.137006,0,0.000268,0,0.000683,0.003475,0.001301,1
0.020202,1,0.333333,0.666667,0.017241,0.2,0.2,0.4,0.2,0.2,0.2,0.155451,0.080333,0.093663,0.166991,0.107226,0.162064,0.006067,0,0.000677,0.032206,0.007034,0,0
0.040404,0,0.333333,0.666667,0.017241,0.2,0.2,0.2,0.2,0.2,0.4,0.190514,0.114015,0.113744,0.207619,0.110192,0.161184,0.002045,0.001187,0.001674,0.003543,0,0.002081,0
0.020202,0,0.166667,0.333333,0.293103,0.2,0.2,0.4,0.2,0.2,0.2,0.170791,0.093823,0.102422,0.18771,0.109481,0.161426,0.002751,0.000712,0.000656,0.000947,0.001346,0,0
0.282828,1,0.166667,0.333333,0.448276,0.1,0.1,0.1,0.1,0.1,0.1,0.160222,0.077924,0.088529,0.166863,0.087042,0.137,0.014159,0.002785,0.007991,0.01042,0.00346,0.011497,0
0.040404,1,0.5,0.666667,0.051724,0.2,0.2,0.2,0.2,0.2,0.2,0.189576,0.110587,0.109509,0.189041,0.109542,0.161726,0.002175,0.000958,0.001678,0.001932,0.002579,0.002081,0
0.171717,0,0.166667,0.666667,0.206897,0.1,0.1,0.1,0.1,0.1,0.1,0.148481,0.06622,0.090882,0.160138,0.083898,0.135674,0,0.004907,0,0.005279,0,0.008788,0
0.080808,0,0.5,0.333333,0.482759,0.4,0.4,0.4,0.4,0.4,0.4,0.212678,0.138793,0.128903,0.2343,0.160287,0.209662,0.004007,0.001722,0.00346,0.004831,0.008206,0.012295,1
0.050505,0,0.333333,0.666667,0.155172,0.2,0.1,0.1,0.1,0.1,0.2,0.183277,0.066591,0.086559,0.160138,0.096182,0.149978,0.000446,0.000232,0,0.025855,0.002345,0.000738,0
0.191919,0,0.166667,0.333333,0.189655,0.1,0.4,0.1,0.4,0.1,0.1,0.147192,0.066581,0.086762,0.160496,0.081025,0.135674,0,0.000451,0,0.000612,0,0.291961,0
0.151515,1,0.333333,0.333333,0.241379,0.2,0.2,0.2,0.2,0.2,0.2,0.162219,0.0785,0.090207,0.164467,0.085244,0.13814,0.00229,0.000594,0.000558,0.00161,0.002345,0.003783,0
0.494949,0,0.166667,0.333333,0.293103,0.2,0.2,0.2,0.2,0.2,0.2,0.517717,0.435967,0.256255,0.392355,0.325826,0.361618,0.014882,0.011875,0.01674,0.015011,0.023445,0.018916,0
0.040404,1,0.5,0.333333,0.37931,0.2,0.2,0.2,0.2,0.2,0.2,0.181186,0.103809,0.095717,0.172419,0.089477,0.139934,0.00229,0.000891,0.003906,0.000966,0.001172,0.007566,0
0.010101,0,0.333333,0.666667,0.137931,0.2,0.2,0,0,0,0,0.161393,0.06622,0.086345,0.160138,0.080648,0.135674,0,0,0,0,0,0,1
0.191919,1,0.166667,0.333333,0.275862,0.2,0.2,0.2,0.2,0.4,0.4,0.180108,0.104644,0.109179,0.201554,0.124993,0.177047,0.003461,0.00095,0.003236,0.002576,0.004689,0,0
0.020202,1,0.333333,0.666667,0.017241,0.2,0.2,0.2,0.4,0.4,0.4,0.170029,0.092372,0.102796,0.1873,0.110568,0.161382,0.002017,0.002078,0,0.003699,0.000094,0.00332,1
0.141414,0,0.166667,0.666667,0.068966,0.1,0.1,0.1,0.1,0,0,0.149284,0.074209,0.086782,0.160135,0.080645,0.135671,0.009665,0.000474,0,0,0,0,0
0.080808,1,0.5,0.666667,0.293103,0.3,0.4,0.4,0.4,0,0,0.153726,0.07296,0.086987,0.160138,0.080648,0.135674,0.002328,0,0,0,0,0,1
0.20202,1,0.333333,0.333333,0.37931,0.3,0,0,0,0,0,0.146519,0.06622,0.086345,0.160138,0.080648,0.135674,0,0,0,0,0,0,1
0.171717,1,0.166667,0.666667,0.103448,0.1,0.2,0.2,0.2,0.4,0.2,0.150657,0.071691,0.090098,0.168961,0.089332,0.143583,0.001717,0.000891,0.003336,0,0.001172,0.000946,0
0.252525,1,0.5,0.666667,0.155172,0.1,0.1,0.1,0.1,0.1,0.1,0.147638,0.072763,0.087946,0.160072,0.082929,0.138176,0.007892,0.001732,0,0.004483,0.013054,0.003242,0
0.040404,1,0.166667,0.666667,0.051724,0,0,0,0,0,0,0.14731,0.067188,0.086345,0.160138,0.080648,0.135674,0.001168,0,0,0,0,0,0
0.080808,1,0.5,0.666667,0.103448,0.3,0.4,0.2,0.2,0.2,0.2,0.230317,0.153806,0.136153,0.197725,0.119518,0.170305,0,0.002484,0.001786,0.002061,0.003071,0.002709,1
0.080808,1,0.333333,0.666667,0.051724,0.2,0.2,0.2,0.2,0.2,0.2,0.159199,0.08,0.094441,0.164615,0.085757,0.139866,0.003434,0.000736,0.001362,0.00161,0.001172,0.001513,0
0.080808,1,0.333333,0.666667,0.051724,0.2,0.2,0.2,0.2,0.2,0.4,0.220487,0.14685,0.133422,0.235462,0.150079,0.199355,0.003663,0.001847,0.00522,0.005153,0.005861,0.004729,0
0.181818,1,0.166667,0.666667,0.448276,0.1,0.1,0.1,0.1,0.1,0.1,0.146797,0.069097,0.086672,0.161683,0.080952,0.171181,0.00347,0.000354,0.001839,0.000493,0.092622,0.001318,0
0.040404,1,0.5,0.333333,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.189147,0.093014,0.102053,0.187275,0.109803,0.153883,0.002559,0.000957,0.001339,0.001702,0.002042,0.001697,0
0.090909,0,0.333333,0.666667,0.137931,0.1,0.1,0.1,0.2,0.1,0.1,0.148726,0.068118,0.089986,0.165931,0.090685,0.138091,0.002295,0.003938,0.00002,0.016348,0.006323,0.006823,0
0.090909,1,0.333333,0.333333,0.344828,0,0,0,0,0,0,0.146519,0.06622,0.086345,0.160138,0.080648,0.135674,0,0,0,0,0,0,1
0.414141,1,0.333333,0.666667,0.241379,0.1,0.1,0.1,0.1,0.1,0.1,0.15322,0.084107,0.095467,0.173473,0.08963,0.138623,0.021659,0.009865,0.015798,0.014586,0.007692,0.011294,0
0.292929,1,0.166667,0.666667,0.103448,0.1,0.1,0.1,0.1,0.2,0.2,0.150811,0.106259,0.132329,0.274049,0.185063,0.209801,0.048306,0.049728,0.134957,0,0.001679,0.047692,0
0.171717,0,0.166667,0.666667,0.189655,0.1,0.1,0.4,0.1,0.1,0.1,0.146777,0.066773,0.086504,0.160412,0.080937,0.135935,0.000666,0,0.000325,0.000469,0.000682,0.00055,1
0.242424,0,0.166667,0.666667,0.206897,0.1,0.1,0.1,0.1,0,0.1,0.166716,0.072427,0.090015,0.146201,0.057839,0.139284,0.007524,0.004033,0.000046,0.000068,0.083469,0.000006,0
0.040404,0,0.333333,0.333333,0.086207,0.2,0.2,0.2,0.2,0.2,0.2,0.18901,0.112715,0.113626,0.189686,0.090022,0.141084,0.002372,0.00105,0.001119,0.000304,0.000281,0.000189,0
0.171717,1,0.333333,0.333333,0.310345,0.3,0.4,0.2,0.2,0.2,0.2,0.236358,0.162981,0.143619,0.260538,0.188541,0.235582,0.003434,0.002375,0.004464,0.006441,0.009612,0.007755,0
0.424242,0,0.333333,0.666667,0.137931,0,0,0,0,0,0,0.147795,0.069123,0.086345,0.161061,0.080648,0.135674,0.003501,0,0.001094,0,0,0.001948,0
0.131313,1,0.166667,0.333333,0.206897,0.3,0.1,0.1,0,0,0,0.146519,0.067018,0.086345,0.160138,0.080648,0.135674,0.000962,0,0,0,0,0,0
0.252525,0,0.333333,0.333333,0.293103,0.1,0.1,0.1,0.1,0.1,0.1,0.162402,0.071623,0.102085,0.161275,0.08328,0.136969,0.00655,0.017106,0.001465,0.004295,0.003393,0.004895,0
0.040404,1,0.333333,0.333333,0.155172,0.2,0.2,0.2,0,0,0,0.191139,0.115001,0.086345,0.160138,0.080648,0.135674,0.002747,0,0,0,0,0,0
0.050505,0,0.333333,0.666667,0.362069,0.2,0.2,0.2,0.2,0.2,0.2,0.234224,0.159126,0.138067,0.250555,0.094063,0.150143,0.004236,0.001781,0.004464,0.002415,0.00762,0.001892,0
0.050505,0,0.5,0.666667,0.12069,0.4,0.4,0.4,0.4,0.4,0.4,0.19392,0.12281,0.119805,0.217331,0.138613,0.18019,0.007956,0.00193,0.001972,0,0.008567,0,0
0.494949,1,0.333333,0.333333,0.172414,0.3,0.1,0.1,0.1,0.2,0.2,0.146519,0.071323,0.088613,0.202139,0.124662,0.140244,0.006155,0.002453,0.049761,0,0,0.005955,0
0.20202,1,0.166667,0.666667,0.241379,0,0,0,0.1,0.1,0.1,0.152287,0.079758,0.09168,0.170768,0.088695,0.160819,0.016338,0.005872,0.012608,0.013068,0.065592,0.015157,0
0.111111,1,0.166667,0.666667,0.155172,0.2,0.2,0.2,0.2,0.2,0.2,0.297182,0.216054,0.174628,0.311014,0.235496,0.278445,0.006319,0.003384,0.00649,0.008857,0.012946,0.011349,0
0.424242,0,0.166667,0.666667,0.327586,0,0,0,0,0,0,0.148377,0.074056,0.088735,0.160581,0.086378,0.13969,0.009498,0.002607,0.000528,0.009353,0.010524,0.007441,0
0.171717,0,0.5,0.333333,0.275862,0.1,0.1,0.1,0.2,0.1,0.1,0.147554,0.066619,0.087852,0.163014,0.081652,0.136853,0.000481,0.00163,0.001116,0.002242,0.003076,0.0021,1
0.272727,1,0.333333,0.666667,0.137931,0.2,0.2,0.2,0.2,0.2,0.2,0.271189,0.20264,0.11682,0.213587,0.138142,0.188868,0.00577,0.001781,0.002232,0.003221,0.004689,0.005675,0
0.060606,1,0.333333,0.666667,0.051724,0.2,0.2,0,0.1,0.1,0.2,0.17853,0.06622,0.086345,0.160778,0.149321,0.197292,0,0,0.000759,0.115728,0.023004,0.005486,0
0.070707,1,0.166667,0.666667,0.017241,0.1,0.1,0.1,0.1,0.1,0.2,0.148118,0.066347,0.089307,0.161251,0.080912,0.136003,0.000152,0.003203,0.001319,0.000428,0.000546,0,0
0.171717,1,0.166667,0.333333,0.413793,0.2,0.2,0.2,0.2,0.4,0.2,0.161077,0.083751,0.097625,0.183646,0.104705,0.157947,0.002995,0.001597,0.005692,0,0.00248,0.003783,0
0.515152,0,0.166667,0.333333,0.586207,0.1,0.1,0.1,0.1,0.1,0.1,0.148547,0.071097,0.090896,0.19313,0.091437,0.142152,0.005984,0.004933,0.03909,0.017525,0.017138,0.00925,0
0.010101,0,0.333333,1,0.068966,0.2,0.2,0.2,0.2,0.2,0.1,0.14993,0.06921,0.087916,0.163196,0.083481,0.137891,0.001191,0.000727,0.001116,0,0.005861,0.000929,0
0.171717,1,0.166667,0.333333,0.12069,0.3,0,0,0,0,0,0.146519,0.06622,0.086345,0.160138,0.080648,0.135674,0,0,0,0,0,0,0
0.353535,1,0.333333,0.333333,0.155172,0.2,0.2,0.2,0,0,0,0.162095,0.071901,0.086329,0.158564,0.167241,0.216212,0.001179,0.000022,0.001833,0.143317,0.007034,0.005675,0
0.080808,0,0.333333,0.333333,0.465517,0.2,0.2,0.2,0.2,0.2,0.2,0.192238,0.115935,0.11478,0.207563,0.128982,0.177775,0.003342,0.001784,0.001897,0.002773,0.003315,0.002007,0
0.191919,0,0.333333,0.333333,0.310345,0.1,0.1,0.1,0.1,0.1,0.1,0.146808,0.06653,0.086524,0.160445,0.080971,0.135967,0.000373,0.000194,0.000364,0.000525,0.000764,0.000617,1
0.252525,1,0.333333,0.666667,0.051724,0.2,0.2,0.2,0.2,0.2,0.2,0.207055,0.123529,0.113063,0.208177,0.134029,0.18666,0.002862,0.002375,0.004464,0.006176,0.008921,0.005675,0
0.020202,0,0.5,0.666667,0.431034,0.8,0.7,0.6,0.5,0.4,0.2,0.175839,0.096922,0.103583,0.1887,0.110395,0.161703,0,0,0,0,0.011723,0,0
0.454545,0,0.666667,0.666667,0.12069,0.1,0.1,0.2,0.1,0.1,0.1,0.147721,0.118438,0.114013,0.163828,0.082329,0.155655,0.063043,0.00075,0.00439,0.002741,0.052137,0.00097,0
0.050505,0,0.333333,0.666667,0.258621,0.4,0.4,0.4,0.4,0.4,0.2,0.217937,0.138517,0.125447,0.223898,0.141819,0.187467,0.002633,0.001187,0.003348,0,0.007034,0.003783,0
0.232323,1,0.166667,0.333333,0.293103,0,0,0,0,0,0,0.146519,0.06622,0.086345,0.160138,0.080648,0.135674,0,0,0,0,0,0,0
0.111111,1,0.166667,0.666667,0.206897,0.4,0.2,0.2,0.2,0.2,0.2,0.163025,0.085053,0.097824,0.180447,0.102675,0.156206,0.001717,0.000831,0.001116,0.00161,0.002345,0.003783,1
0.222222,0,0.333333,0.666667,0.12069,0,0,0,0,0,0,0.146455,0.066151,0.086305,0.160069,0.088306,0.135674,0,0,0,0.012554,0,0,0
0.111111,0,0.5,0.333333,0.206897,0.3,0.4,0.4,0.4,0.4,0.4,0.20497,0.13019,0.123902,0.225499,0.150779,0.200579,0.003434,0.001603,0.003013,0.004187,0.006565,0,1
0.171717,1,0.166667,0.333333,0.413793,0.1,0.4,0.1,0.1,0.1,0.1,0.1479,0.06652,0.086518,0.160435,0.080961,0.135958,0,0.000188,0.000353,0.000509,0.000741,0.000598,1
0.191919,1,0.166667,0.333333,0.327586,0.3,0,0,0,0,0,0.146519,0.06622,0.086345,0.160138,0.080648,0.135674,0,0,0,0,0,0,0
0.010101,0,0.333333,0.666667,0.241379,0.4,0.4,0.5,0.4,0.2,0.2,0.159869,0.081531,0.095774,0.175779,0.097533,0.151227,0.001832,0.00095,0,0.00161,0.001641,0.001892,0
